alg,fid,dim,seed,f,err,nfe
EAO,6,10,2046,5022.111734538151,3222.111734538151,15030
EAO,6,10,2047,2096.7164717027736,296.71647170277356,15030
EAO,6,10,2048,3746.945085326337,1946.945085326337,15030
EAO,6,10,2049,3668.1221157252608,1868.1221157252608,15030
EAO,6,10,2050,3192.4020536551034,1392.4020536551034,15030
EAO,6,10,2051,18051.110860101508,16251.110860101508,15030
EAO,6,10,2052,5277.516836851191,3477.5168368511913,15030
EAO,6,10,2053,2631.2110896582635,831.2110896582635,15030
EAO,6,10,2054,1907.4980214861846,107.4980214861846,15030
EAO,6,10,2055,2826.9385203108277,1026.9385203108277,15030
EAO,7,10,2026,2036.509297541287,36.50929754128697,15030
EAO,7,10,2027,2033.819791145245,33.81979114524506,15030
EAO,7,10,2028,2031.7398858592176,31.739885859217566,15030
EAO,7,10,2029,2032.9063170873587,32.90631708735873,15030
EAO,7,10,2030,2025.8451065264553,25.84510652645531,15030
EAO,7,10,2031,2037.1190205030193,37.11902050301933,15030
EAO,7,10,2032,2046.5765404775407,46.576540477540675,15030
EAO,7,10,2033,2041.8437511629622,41.843751162962235,15030
EAO,7,10,2034,2033.470591653725,33.47059165372502,15030
EAO,7,10,2035,2040.0338893856156,40.033889385615566,15030
EAO,7,10,2036,2032.8662118452849,32.86621184528485,15030
EAO,7,10,2037,2032.9820247299435,32.98202472994353,15030
EAO,7,10,2038,2031.2406403657772,31.240640365777153,15030
EAO,7,10,2039,2036.3918460988316,36.39184609883159,15030
EAO,7,10,2040,2033.6140251639574,33.61402516395742,15030
EAO,7,10,2041,2037.833732515952,37.83373251595208,15030
EAO,7,10,2042,2029.9050886363125,29.905088636312485,15030
EAO,7,10,2043,2039.246419445017,39.246419445016954,15030
EAO,7,10,2044,2022.1490916529744,22.149091652974448,15030
EAO,7,10,2045,2035.0430774041533,35.04307740415334,15030
EAO,7,10,2046,2038.6075359817432,38.60753598174324,15030
EAO,7,10,2047,2038.05433242996,38.05433242995991,15030
EAO,7,10,2048,2030.8661906763891,30.866190676389124,15030
EAO,7,10,2049,2038.4498727298533,38.44987272985327,15030
EAO,7,10,2050,2041.6477061339754,41.64770613397536,15030
EAO,7,10,2051,2042.9266325749416,42.92663257494155,15030
EAO,7,10,2052,2030.4012422495175,30.40124224951751,15030
